,PSS_SCHOOL_ID,PSS_INST,LOGRADE,HIGRADE,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15,FULL_ADDRESS,COORDINATE,DISTRICTS
0,A9700074,91ST PSALM CHRISTIAN SCHOOL,2,17,2020 E BASELINE RD,PHOENIX,4013,13,AZ,4,85042,6022431900,180.0,7.41,No,,17.0,18.0,13.0,15.0,16.0,17.0,13.0,12.0,16.0,6.0,10.0,10.0,2.0,7.0,172.0,155.0,1.0,4.0,89.0,13.0,43.0,0.0,5.0,15.3,11,1,1,3,2,1,0.64,2.58,57.41,8.38,27.74,0.0,3.22,10.13,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"2020 E BASELINE RD,PHOENIX,AZ",POINT (-112.037798 33.378833),['Roosevelt Elementary District']
1,A1970230,A PLACE 4 EVERYONE LEARNING CENTER,2,11,7040 E SPRST SPG BLVD,MESA,4013,13,AZ,4,85209,4809856797,180.0,6.0,No,5.0,10.0,28.0,8.0,5.0,,,2.0,3.0,,,,,,,61.0,51.0,3.0,0.0,14.0,6.0,23.0,5.0,0.0,6.4,11,1,4,1,3,1,5.88,0.0,27.45,11.76,45.09,9.8,0.0,7.96,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7040 E SPRST SPG BLVD,MESA,AZ",POINT (-111.8314724 33.4151843),['Mesa Unified District']
2,A9100380,ACCEL,3,17,10251 N 35TH AVE,PHOENIX,4013,13,AZ,4,85051,6029957366,180.0,6.0,Yes,,,1.0,8.0,6.0,13.0,8.0,19.0,11.0,22.0,22.0,19.0,12.0,18.0,25.0,184.0,184.0,3.0,1.0,73.0,23.0,79.0,0.0,5.0,19.0,11,1,4,3,3,1,1.63,0.54,39.67,12.5,42.93,0.0,2.71,9.68,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,,"10251 N 35TH AVE,PHOENIX,AZ",POINT (-112.1331113 33.5799482),['Washington Elementary District']
3,A2100146,ACCEL EAST CAMPUS,3,17,1430 E BASELINE RD,TEMPE,4013,13,AZ,4,85283,4807559379,180.0,6.0,No,,,2.0,2.0,3.0,3.0,2.0,3.0,,7.0,9.0,1.0,6.0,6.0,17.0,61.0,61.0,1.0,3.0,15.0,12.0,29.0,0.0,1.0,7.0,12,1,4,3,3,1,1.63,4.91,24.59,19.67,47.54,0.0,1.63,8.71,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,,"1430 E BASELINE RD,TEMPE,AZ",POINT (-111.9141149 33.3787483),['Tempe School District']
4,A2100148,ACES-PEORIA,3,17,6815 W CACTUS RD,PEORIA,4013,13,AZ,4,85381,6239375090,186.0,6.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,36.0,21,1,4,3,3,2,,,,,,,,,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),,,,,,,,,,,,,,,"6815 W CACTUS RD,PEORIA,AZ",POINT (-112.2051997 33.5958004),['Peoria Unified School District']
5,BB220005,ACTON ACADEMY PHOENIX,2,12,3330 E CAMELBACK RD,PHOENIX,4013,13,AZ,4,85018,9787954342,169.0,6.75,No,,2.0,7.0,2.0,,4.0,5.0,1.0,2.0,2.0,,,,,,25.0,23.0,2.0,0.0,2.0,0.0,18.0,0.0,1.0,4.0,11,1,6,1,3,1,8.69,0.0,8.69,0.0,78.26,0.0,4.34,5.75,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3330 E CAMELBACK RD,PHOENIX,AZ",POINT (-112.009835 33.5104422),"['Phoenix Union High School District', 'Creighton Elementary District']"
6,A1900086,ADOBE ADVENTIST CHRISTIAN SCHOOL,3,13,9910 E ADOBE RD,MESA,4013,13,AZ,4,85207,4806885416,180.0,7.5,Yes,,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,17.0,17.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,1.9,21,1,1,1,2,2,0.0,0.0,58.82,0.0,41.17,0.0,0.0,8.94,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,,"9910 E ADOBE RD,MESA,AZ",POINT (-111.6170372 33.4300088),['Mesa Unified District']
7,A0900114,AHWATUKEE FOOTHILLS MONTESSORI,2,3,3221 E CHANDLER BLVD,PHOENIX,4013,13,AZ,4,85048,4807593810,200.0,5.5,No,,68.0,9.0,,,,,,,,,,,,,77.0,9.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,9.0,11,1,7,1,3,1,0.0,22.22,0.0,11.11,66.66,0.0,0.0,1.0,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,,"3221 E CHANDLER BLVD,PHOENIX,AZ",POINT (-112.0129382 33.3036041),"['Tempe Union High School District', 'Kyrene Elementary District']"
8,A1900088,ALL SAINTS CATHOLIC SCHOOL,2,13,1425 E YAQUI ST,SIERRA VISTA,4003,3,AZ,4,85650,5203787012,180.0,7.0,Yes,,22.0,12.0,15.0,8.0,9.0,8.0,6.0,5.0,4.0,2.0,,,,,91.0,69.0,1.0,3.0,36.0,0.0,25.0,1.0,3.0,8.3,41,1,1,1,1,4,1.44,4.34,52.17,0.0,36.23,1.44,4.34,8.31,1,COCHISE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1425 E YAQUI ST,SIERRA VISTA,AZ",POINT (-110.2836557 31.4823992),['Sierra Vista Unified District']
9,31764,ALL SAINTS' EPISCOPAL DAY SCHOOL,2,13,6300 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6022744866,173.0,7.0,Yes,,30.0,41.0,48.0,49.0,49.0,53.0,62.0,61.0,63.0,68.0,,,,,524.0,494.0,1.0,29.0,57.0,20.0,330.0,1.0,56.0,51.6,11,1,1,1,2,1,0.2,5.87,11.53,4.04,66.8,0.2,11.33,9.57,14,MARICOPA,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),State or regional independent school association,Other school association(s),,,,,,,,,,,,"6300 N CENTRAL AVE,PHOENIX,AZ",POINT (-112.0761716 33.5295484),['Madison Elementary District']
10,A1100025,ANNUNCIATION CATHOLIC SCHOOL,3,13,32648 N CAVE CREEK RD,CAVE CREEK,4013,13,AZ,4,85331,4803618234,180.0,7.0,Yes,,,23.0,27.0,27.0,27.0,27.0,25.0,26.0,27.0,27.0,,,,,236.0,236.0,2.0,7.0,47.0,3.0,155.0,0.0,22.0,14.0,11,1,1,1,1,1,0.84,2.96,19.91,1.27,65.67,0.0,9.32,16.85,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"32648 N CAVE CREEK RD,CAVE CREEK,AZ",POINT (-111.9753377 33.7825587),['Cave Creek Unified District']
11,A1900091,APACHE BAPTIST ACADEMY,3,12,PO BOX 236,BYLAS,4009,9,AZ,4,85530,9289610270,180.0,6.0,No,,,5.0,,,2.0,2.0,1.0,,1.0,,,,,,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43,1,1,1,2,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5,GRAHAM,American Association of Christian Schools (AACS),,,,,,,,,,,,,,,"PO BOX 236,BYLAS,AZ",POINT (-110.1248403 33.1388468),['Fort Thomas Unified District']
12,A9500053,ARCADIA MONTESSORI SCHOOL,2,3,5115 E VIRGINIA AVE,PHOENIX,4013,13,AZ,4,85008,6028402342,195.0,6.5,No,,155.0,11.0,,,,,,,,,,,,,166.0,11.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,3.0,11,1,2,1,3,1,0.0,0.0,0.0,9.09,90.9,0.0,0.0,3.66,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"5115 E VIRGINIA AVE,PHOENIX,AZ",POINT (-111.9711502 33.4759877),"['Phoenix Union High School District', 'Balsz Elementary District']"
13,1926277,ARIZONA LUTHERAN ACADEMY,14,17,6036 S 27TH AVE,PHOENIX,4013,13,AZ,4,85041,6022688686,177.0,7.0,No,,,,,,,,,,,,55.0,47.0,57.0,42.0,201.0,201.0,11.0,8.0,35.0,12.0,129.0,2.0,4.0,16.9,21,1,1,2,2,2,5.47,3.98,17.41,5.97,64.17,0.99,1.99,11.89,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6036 S 27TH AVE,PHOENIX,AZ",POINT (-112.1171032 33.3911859),"['Phoenix Union High School District', 'Roosevelt Elementary District']"
14,A0304001,ARROWHEAD CHRISTIAN ACADEMY,3,17,4030 W YORKSHIRE DR,GLENDALE,4013,13,AZ,4,85308,6235826871,180.0,7.0,No,,,16.0,21.0,22.0,20.0,17.0,18.0,14.0,13.0,17.0,18.0,16.0,11.0,10.0,213.0,213.0,1.0,4.0,74.0,7.0,123.0,2.0,2.0,14.0,11,1,1,3,2,1,0.46,1.87,34.74,3.28,57.74,0.93,0.93,15.21,8,MARICOPA,American Association of Christian Schools (AACS),Association of Christian Schools International (ACSI),Other religious school association(s),,,,,,,,,,,,,"4030 W YORKSHIRE DR,GLENDALE,AZ",POINT (-112.1456117 33.6626215),['Deer Valley Unified District']
15,A0507010,ARROWHEAD MONTESSORI,2,13,14801 N 83RD AVE,PEORIA,4013,13,AZ,4,85381,6237762322,181.0,6.5,No,1.0,63.0,16.0,8.0,10.0,11.0,7.0,4.0,7.0,3.0,3.0,,,,,133.0,70.0,0.0,1.0,9.0,0.0,60.0,0.0,0.0,6.4,21,1,2,1,3,2,0.0,1.42,12.85,0.0,85.71,0.0,0.0,10.93,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,,"14801 N 83RD AVE,PEORIA,AZ",POINT (-112.2371144 33.6198128),['Peoria Unified School District']
16,A1100026,ASCEND,1,1,PO BOX 300,KIRKLAND,4025,25,AZ,4,86332,9284439290,,6.0,No,16.0,,,,,,,,,,,,,,,16.0,16.0,,,,,,,,14.4,41,1,4,3,3,4,,,,,,,,1.11,30,YAVAPAI,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 300,KIRKLAND,AZ",POINT (-112.7435171 34.4316071),['Kirkland Elementary District']
17,A0100466,ASCENSION LUTHERAN PRESCHOOL,2,3,1220 W MAGEE RD,TUCSON,4019,19,AZ,4,85704,5207426229,200.0,7.0,No,,112.0,12.0,,,,,,,,,,,,,124.0,12.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,1.0,21,1,7,1,2,2,0.0,0.0,8.33,0.0,91.66,0.0,0.0,12.0,23,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1220 W MAGEE RD,TUCSON,AZ",POINT (-110.9935023 32.3533789),['Amphitheater Unified District']
18,A1392004,AUTISM ACADEMY FOR ED & DEVELOPMENT,11,17,7581 S WILLOW DR # 103,TEMPE,4013,13,AZ,4,85283,4805256197,180.0,7.0,No,,,,,,,,,1.0,6.0,22.0,24.0,10.0,26.0,27.0,116.0,116.0,0.0,5.0,30.0,14.0,65.0,2.0,0.0,14.0,12,1,4,3,3,1,0.0,4.31,25.86,12.06,56.03,1.72,0.0,8.28,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7581 S WILLOW DR # 103,TEMPE,AZ",POINT (-111.9145098 33.3495071),"['Tempe Union High School District', 'Kyrene Elementary District']"
19,A2100154,AUTISM ACADEMY FOR EDUCATION & DEVELOPMENT,6,17,"7581 S WILLOW DR, STE #103",TEMPE,4019,19,AZ,4,85283,4805256197,180.0,7.0,No,,,,5.0,16.0,8.0,10.0,9.0,16.0,8.0,11.0,7.0,3.0,3.0,3.0,99.0,99.0,3.0,2.0,51.0,5.0,33.0,0.0,5.0,10.0,11,1,4,3,3,1,3.03,2.02,51.51,5.05,33.33,0.0,5.05,9.9,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7581 S WILLOW DR, STE #103,TEMPE,AZ",POINT (-111.9145098 33.3495071),['Kyrene Elementary District']
20,A2100152,AUTISM ACADEMY FOR EDUCATION AND DEVELOPMENT,10,17,"6910 W BELL RD., STE C",GLENDALE,4013,13,AZ,4,85308,4805256197,180.0,7.0,No,,,,,,,,6.0,10.0,13.0,13.0,13.0,14.0,14.0,12.0,95.0,95.0,0.0,3.0,26.0,9.0,47.0,0.0,10.0,8.0,21,1,4,3,3,2,0.0,3.15,27.36,9.47,49.47,0.0,10.52,11.87,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6910 W BELL RD., STE C,GLENDALE,AZ",POINT (-112.2078332 33.6387856),['Deer Valley Unified District']
21,A2100153,AUTISM ACADEMY OF EDUCATION AND DEVELOPMENT,3,17,"7581 S WILLOW DR, STE #103",TEMPE,4013,13,AZ,4,85283,4805256197,180.0,7.0,No,,,3.0,10.0,18.0,21.0,17.0,24.0,21.0,16.0,7.0,3.0,2.0,2.0,6.0,150.0,150.0,1.0,7.0,41.0,11.0,76.0,1.0,13.0,20.0,21,1,4,3,3,2,0.66,4.66,27.33,7.33,50.66,0.66,8.66,7.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7581 S WILLOW DR, STE #103,TEMPE,AZ",POINT (-111.9145098 33.3495071),['Kyrene Elementary District']
22,2003338,AWAKENING SEED SCHOOL,2,9,6630 S 40TH ST,PHOENIX,4013,13,AZ,4,85042,6024542606,184.0,6.0,No,,85.0,18.0,8.0,7.0,5.0,10.0,,,,,,,,,133.0,48.0,0.0,4.0,3.0,4.0,35.0,1.0,1.0,5.5,11,1,1,1,3,1,0.0,8.33,6.25,8.33,72.91,2.08,2.08,8.72,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6630 S 40TH ST,PHOENIX,AZ",POINT (-111.996196 33.3860991),"['Phoenix Union High School District', 'Roosevelt Elementary District']"
23,A2100156,AZ ASPIRE ACADEMY,3,17,2150 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4804206630,180.0,5.0,Yes,,,10.0,20.0,20.0,29.0,20.0,23.0,26.0,33.0,29.0,23.0,16.0,19.0,18.0,286.0,286.0,0.0,5.0,53.0,31.0,182.0,0.0,15.0,88.1,41,1,4,3,3,4,0.0,1.74,18.53,10.83,63.63,0.0,5.24,3.24,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2150 E SOUTHERN AVE,TEMPE,AZ",POINT (-111.8933289 33.3945497),['Tempe School District']
24,A2100157,AZ ASPIRE ACADEMY,3,17,2150 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4804206630,180.0,5.0,Yes,,,207.0,207.0,207.0,207.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,,2700.0,,,,,,,,81.0,22,1,4,3,3,2,,,,,,,,33.33,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2150 E SOUTHERN AVE,TEMPE,AZ",POINT (-111.8933289 33.3945497),['Tempe School District']
25,A1700053,BANNER ACADEMY,11,17,1410 W 10TH PL,TEMPE,4013,13,AZ,4,85281,4808275348,180.0,6.33,No,,,,,,,,,1.0,2.0,5.0,7.0,5.0,8.0,4.0,32.0,32.0,1.0,0.0,4.0,2.0,24.0,0.0,1.0,8.0,12,1,4,3,3,1,3.12,0.0,12.5,6.25,75.0,0.0,3.12,4.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"1410 W 10TH PL,TEMPE,AZ",POINT (-111.9625426 33.4181732),"['Tempe Union High School District', 'Tempe School District']"
26,A1592149,BAYER PRIVATE SCHOOL,2,13,23555 N 67TH AVE,GLENDALE,4013,13,AZ,4,85310,6233623700,181.0,6.75,No,,47.0,20.0,13.0,17.0,10.0,8.0,13.0,6.0,10.0,10.0,,,,,154.0,107.0,0.0,22.0,6.0,7.0,72.0,0.0,0.0,15.9,11,1,1,1,3,1,0.0,20.56,5.6,6.54,67.28,0.0,0.0,6.72,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,,"23555 N 67TH AVE,GLENDALE,AZ",POINT (-112.2024178 33.6994787),['Deer Valley Unified District']
27,A9703805,BEAUTIFUL SAVIOR ACADEMY,2,3,PO BOX 90925,TUCSON,4019,19,AZ,4,85752,5205791453,176.0,6.0,Yes,,60.0,10.0,,,,,,,,,,,,,70.0,10.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,21,1,7,1,2,2,0.0,0.0,10.0,0.0,90.0,0.0,0.0,10.0,21,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"PO BOX 90925,TUCSON,AZ",POINT (-110.9741769 32.2539787),['Amphitheater Unified District']
28,A1170228,BELLA MONTESSORI PRESCHOOL,2,6,700 S ISLANDS DR W,GILBERT,4013,13,AZ,4,85233,4809933393,133.0,6.5,No,,28.0,2.0,2.0,,,,,,,,,,,,32.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,21,1,2,1,3,2,0.0,25.0,25.0,25.0,25.0,0.0,0.0,4.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"700 S ISLANDS DR W,GILBERT,AZ",POINT (-111.8216921 33.3366715),['Gilbert Unified District']
29,A0500061,BELLA VISTA COLLEGE PREPRATORY SCHOOL,12,17,PO BOX 28096,SCOTTSDALE,4013,13,AZ,4,85255,4805756001,124.0,6.0,No,,,,,,,,,,2.0,5.0,7.0,8.0,34.0,23.0,79.0,79.0,0.0,4.0,5.0,17.0,53.0,0.0,0.0,8.9,12,1,3,2,3,1,0.0,5.06,6.32,21.51,67.08,0.0,0.0,8.87,30,MARICOPA,National Independent Private Schools Association (NIPSA),Other school association(s),,,,,,,,,,,,,,"PO BOX 28096,SCOTTSDALE,AZ",POINT (-111.9216734 33.4948764),['Scottsdale Unified District']
30,A1970241,BLACK MOUNTAIN SCIENCE ACADEMY,2,11,21461 N 78TH AVE STE 185,PEORIA,4013,13,AZ,4,85382,6238251576,180.0,7.0,Yes,,42.0,6.0,6.0,1.0,6.0,4.0,4.0,3.0,,,,,,,72.0,30.0,0.0,1.0,4.0,3.0,22.0,0.0,0.0,3.0,21,1,2,1,3,2,0.0,3.33,13.33,10.0,73.33,0.0,0.0,10.0,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,,"21461 N 78TH AVE STE 185,PEORIA,AZ",POINT (-112.2264718 33.67861329999999),['Peoria Unified School District']
31,A9703808,BLESSED SACRAMENT PRESCHOOL & KINDERGARTEN,2,3,11300 N 64TH ST,SCOTTSDALE,4013,13,AZ,4,85254,4809989466,180.0,5.0,Yes,1.0,53.0,11.0,,,,,,,,,,,,,65.0,12.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,3.0,11,1,7,1,1,1,0.0,0.0,8.33,0.0,83.33,0.0,8.33,4.0,1,MARICOPA,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,"11300 N 64TH ST,SCOTTSDALE,AZ",POINT (-111.9446101 33.5892029),['Scottsdale Unified District']
32,31425,BOURGADE CATHOLIC HIGH SCHOOL,14,17,4602 N 31ST AVE,PHOENIX,4013,13,AZ,4,85017,6029734000,180.0,6.8,Yes,,,,,,,,,,,,94.0,87.0,90.0,74.0,345.0,345.0,11.0,10.0,245.0,12.0,67.0,0.0,0.0,31.6,11,1,1,2,1,1,3.18,2.89,71.01,3.47,19.42,0.0,0.0,10.91,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,,"4602 N 31ST AVE,PHOENIX,AZ",POINT (-112.1288631 33.5048119),"['Phoenix Union High School District', 'Alhambra Elementary District']"
33,A2100160,BREAKTHROUGH ACADEMY- EAST CAMPUS,6,13,3427 E BELL RD,PHOENIX,4013,13,AZ,4,85032,8666209380,194.0,7.0,Yes,,,,1.0,2.0,4.0,8.0,3.0,4.0,3.0,2.0,,,,,27.0,27.0,0.0,2.0,2.0,2.0,20.0,0.0,1.0,4.6,11,1,4,1,3,1,0.0,7.4,7.4,7.4,74.07,0.0,3.7,5.86,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"3427 E BELL RD,PHOENIX,AZ",POINT (-112.0079244 33.6401288),['Paradise Valley Unified District']
34,A1970243,BRIGHT HORIZONS FAMILY CENTER,2,4,7660 S RESEARCH DR,TEMPE,4013,13,AZ,4,85284,4807756607,180.0,6.0,Yes,,100.0,10.0,,,,,,,,,,,,,110.0,10.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,12,1,7,1,3,1,0.0,10.0,50.0,10.0,30.0,0.0,0.0,10.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"7660 S RESEARCH DR,TEMPE,AZ",POINT (-111.8971283 33.3474303),"['Tempe Union High School District', 'Kyrene Elementary District']"
35,A1390007,BRIGHTMONT ACADEMY,10,17,6990 E SHEA BLVD STE 120,SCOTTSDALE,4013,13,AZ,4,85254,6309170217,250.0,5.0,No,,,,,,,,3.0,3.0,2.0,9.0,12.0,12.0,7.0,3.0,51.0,51.0,0.0,0.0,4.0,2.0,45.0,0.0,0.0,12.8,12,1,6,3,3,1,0.0,0.0,7.84,3.92,88.23,0.0,0.0,3.98,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"6990 E SHEA BLVD STE 120,SCOTTSDALE,AZ",POINT (-111.930684 33.5838878),['Scottsdale Unified District']
36,A1790014,BRIGHTMONT ACADEMY,11,16,2222 W PINNACLE PEAK RD STE 110,PHOENIX,4013,13,AZ,4,85027,6237380710,242.0,7.0,No,,,,,,,,,2.0,3.0,,3.0,3.0,2.0,,13.0,13.0,,,,,,,,4.6,11,1,4,3,3,1,,,,,,,,2.82,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"2222 W PINNACLE PEAK RD STE 110,PHOENIX,AZ",POINT (-112.1081998 33.7010473),['Deer Valley Unified District']
37,A1500076,BRIGHTMONT ACADEMY - CHANDLER,6,17,5540 W CHANDLER BLVD STE 1,CHANDLER,4013,13,AZ,4,85226,4805267090,240.0,6.0,No,,,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,53.0,53.0,,,,,,,,,11,1,1,3,3,1,,,,,,,,,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,,"5540 W CHANDLER BLVD STE 1,CHANDLER,AZ",POINT (-111.9377208 33.3070969),['Kyrene Elementary District']
38,31414,BROPHY COLLEGE PREPARATORY,11,17,4701 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6022645291,178.0,6.83,No,,,,,,,,,20.0,24.0,26.0,353.0,340.0,323.0,321.0,1407.0,1407.0,5.0,74.0,294.0,38.0,848.0,1.0,147.0,103.6,11,3,1,3,1,1,0.35,5.25,20.89,2.7,60.27,0.07,10.44,13.58,1,MARICOPA,Jesuit Schools Network (JSN),,,,,,,,,,,,,,,"4701 N CENTRAL AVE,PHOENIX,AZ",POINT (-112.0727356 33.5050038),"['Phoenix Union High School District', 'Osborn Elementary District']"
39,A1792001,CALVERY CHAPEL CHRISTIAN SCHOOL,3,17,8752 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85710,5207312100,180.0,5.66,Yes,,,18.0,18.0,23.0,20.0,20.0,15.0,15.0,20.0,20.0,15.0,15.0,12.0,15.0,226.0,226.0,,,,,,,,14.6,11,1,1,3,2,1,,,,,,,,15.47,8,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"8752 E SPEEDWAY BLVD,TUCSON,AZ",POINT (-110.8054471 32.2348403),['Tucson Unified District']
40,A9700090,CAMELBACK DESERT SCHOOL,2,6,9606 E KALIL DR,SCOTTSDALE,4013,13,AZ,4,85260,4804517453,185.0,7.0,Yes,,67.0,10.0,5.0,,,,,,,,,,,,82.0,15.0,0.0,1.0,0.0,1.0,10.0,0.0,3.0,1.0,12,1,1,1,3,1,0.0,6.66,0.0,6.66,66.66,0.0,20.0,15.0,30,MARICOPA,National Independent Private Schools Association (NIPSA),,,,,,,,,,,,,,,"9606 E KALIL DR,SCOTTSDALE,AZ",POINT (-111.8730337 33.5909679),['Scottsdale Unified District']
41,BB220027,CAMMACK CHRISTIAN ACADEMY,3,8,PO BOX 660,LAVEEN,4013,13,AZ,4,85339,6022373333,186.0,7.0,Yes,,,3.0,,,3.0,,,,,,,,,,6.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.1,21,1,1,1,2,2,0.0,0.0,66.66,0.0,33.33,0.0,0.0,2.85,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,,"PO BOX 660,LAVEEN,AZ",POINT (-112.1236468 33.3825705),"['Phoenix Union High School District', 'Roosevelt Elementary District']"
42,A9100286,CANYON STATE ACADEMY,7,17,20061 E RITTENHOUSE RD,QUEEN CREEK,4013,13,AZ,4,85142,4809872009,248.0,7.0,Yes,,,,,2.0,3.0,2.0,4.0,17.0,18.0,44.0,48.0,56.0,46.0,13.0,253.0,253.0,28.0,0.0,23.0,63.0,26.0,1.0,112.0,22.3,21,1,1,3,3,2,11.06,0.0,9.09,24.9,10.27,0.39,44.26,11.34,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"20061 E RITTENHOUSE RD,QUEEN CREEK,AZ",POINT (-111.6494263 33.2643373),['Queen Creek Unified District']
43,A2100161,CARD ACADEMY CHANDLER,9,16,912 W CHANDLER BLVD STE B-7,CHANDLER,4013,13,AZ,4,85225,4806374566,230.0,6.0,No,10.0,,,,,,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,,20.0,20.0,,,,,,,,1.0,11,1,4,3,3,1,,,,,,,,20.0,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,,"912 W CHANDLER BLVD STE B-7,CHANDLER,AZ",POINT (-111.8578683 33.307521),['Chandler Unified District']
